,STATE/UT,DISTRICT,YEAR,MURDER,ATTEMPT TO MURDER,RAPE,KIDNAPPING & ABDUCTION,DACOITY,ROBBERY,THEFT,HURT/GREVIOUS HURT,cluster,location,latitude,longitude
9012,LAKSHADWEEP,LAKSHADWEEP,2012,0,0,0,0,0,0,7,3,2,"LAKSHADWEEP, LAKSHADWEEP, INDIA",10.8132489,73.68046209
9014,PUDUCHERRY,KARAIKAL,2012,5,6,6,2,0,3,81,186,2,"KARAIKAL, PUDUCHERRY, INDIA",10.91571,79.8375761
9015,PUDUCHERRY,PUDUCHERRY,2012,24,21,7,17,5,13,577,632,2,"PUDUCHERRY, PUDUCHERRY, INDIA",11.9340568,79.8306447
8206,ANDHRA PRADESH,ADILABAD,2012,81,80,88,82,2,14,373,2172,3,"ADILABAD, ANDHRA PRADESH, INDIA",19.67203,78.5359
8207,ANDHRA PRADESH,ANANTAPUR,2012,173,123,18,74,14,6,581,2018,3,"ANANTAPUR, ANDHRA PRADESH, INDIA",14.6546235,77.55625984
8208,ANDHRA PRADESH,CHITTOOR,2012,91,75,28,56,3,10,501,622,3,"CHITTOOR, ANDHRA PRADESH, INDIA",13.1601048,79.15555062
8209,ANDHRA PRADESH,CUDDAPAH,2012,118,96,26,76,4,9,513,2355,3,"CUDDAPAH, ANDHRA PRADESH, INDIA",14.4956602,78.8349278
8211,ANDHRA PRADESH,EAST GODAVARI,2012,70,94,71,54,1,16,861,2222,3,"EAST GODAVARI, ANDHRA PRADESH, INDIA",16.99842865,81.71561488
8213,ANDHRA PRADESH,GUNTUR,2012,96,68,23,63,0,6,708,2309,3,"GUNTUR, ANDHRA PRADESH, INDIA",16.2915189,80.4541588
8214,ANDHRA PRADESH,GUNTUR URBAN,2012,56,53,24,42,2,29,904,1072,3,"GUNTUR URBAN, ANDHRA PRADESH, INDIA",17.6889118,83.2426004
8216,ANDHRA PRADESH,KARIMNAGAR,2012,128,112,40,141,4,25,860,2636,3,"KARIMNAGAR, ANDHRA PRADESH, INDIA",18.43915,79.12856
8217,ANDHRA PRADESH,KHAMMAM,2012,130,110,78,73,5,14,528,1956,3,"KHAMMAM, ANDHRA PRADESH, INDIA",17.1091033,81.0874209
8218,ANDHRA PRADESH,KRISHNA,2012,78,53,67,67,2,9,673,2601,3,"KRISHNA, ANDHRA PRADESH, INDIA",16.21399145,81.02572814
8219,ANDHRA PRADESH,KURNOOL,2012,111,143,22,58,3,18,518,2382,3,"KURNOOL, ANDHRA PRADESH, INDIA",15.8309251,78.0425373
8220,ANDHRA PRADESH,MAHABOOBNAGAR,2012,182,90,56,76,3,16,961,1870,3,"MAHABOOBNAGAR, ANDHRA PRADESH, INDIA",16.7417,77.9864
8221,ANDHRA PRADESH,MEDAK,2012,113,43,26,54,6,17,693,1674,3,"MEDAK, ANDHRA PRADESH, INDIA",18.04531,78.26078
8222,ANDHRA PRADESH,NALGONDA,2012,86,88,52,89,9,20,802,2995,3,"NALGONDA, ANDHRA PRADESH, INDIA",17.05439,79.26707
8223,ANDHRA PRADESH,NELLORE,2012,94,86,23,90,5,42,833,2550,3,"NELLORE, ANDHRA PRADESH, INDIA",14.4493717,79.9873763
8224,ANDHRA PRADESH,NIZAMABAD,2012,113,48,35,38,4,15,613,1332,3,"NIZAMABAD, ANDHRA PRADESH, INDIA",18.3015062,84.0232082
8225,ANDHRA PRADESH,PRAKASHAM,2012,108,117,37,84,2,27,674,2523,3,"PRAKASHAM, ANDHRA PRADESH, INDIA",17.0070088,81.7879635
8231,ANDHRA PRADESH,VIJAYAWADA CITY,2012,42,56,47,66,1,60,1385,1961,3,"VIJAYAWADA CITY, ANDHRA PRADESH, INDIA",16.5100913,80.6165009
8234,ANDHRA PRADESH,VISAKHAPATNAM,2012,44,27,50,27,14,27,1062,1207,3,"VISAKHAPATNAM, ANDHRA PRADESH, INDIA",17.7231276,83.3012842
8235,ANDHRA PRADESH,VIZIANAGARAM,2012,44,36,44,21,2,4,263,1504,3,"VIZIANAGARAM, ANDHRA PRADESH, INDIA",18.1120819,83.40521962
8236,ANDHRA PRADESH,WARANGAL,2012,75,47,56,66,3,22,388,1482,3,"WARANGAL, ANDHRA PRADESH, INDIA",18,79.58333
8238,ANDHRA PRADESH,WEST GODAVARI,2012,91,91,130,86,4,52,1008,2313,3,"WEST GODAVARI, ANDHRA PRADESH, INDIA",16.63713765,81.58909666
8259,ASSAM,BARPETA,2012,34,21,98,225,18,42,214,225,3,"BARPETA, ASSAM, INDIA",26.34142215,91.01674328
8263,ASSAM,CACHAR,2012,72,0,94,175,13,13,573,475,3,"CACHAR, ASSAM, INDIA",24.75863995,92.88166476
8265,ASSAM,DARRANG,2012,36,3,88,191,9,16,160,300,3,"DARRANG, ASSAM, INDIA",26.75,92.5
8267,ASSAM,DHUBRI,2012,65,46,159,315,12,20,254,590,3,"DHUBRI, ASSAM, INDIA",26.01894625,89.94188952
8268,ASSAM,DIBRUGARH,2012,81,33,50,134,8,25,560,256,3,"DIBRUGARH, ASSAM, INDIA",27.4844597,94.9019447
8270,ASSAM,GOALPARA,2012,55,44,65,84,20,32,293,170,3,"GOALPARA, ASSAM, INDIA",26.1783623,90.6226683
8271,ASSAM,GOLAGHAT,2012,58,34,60,181,8,54,231,474,3,"GOLAGHAT, ASSAM, INDIA",26.40490095,94.03209112
8275,ASSAM,JORHAT,2012,36,36,42,106,3,41,435,332,3,"JORHAT, ASSAM, INDIA",26.7577925,94.2079645
8276,ASSAM,KAMRUP,2012,48,11,54,121,14,22,361,173,3,"KAMRUP, ASSAM, INDIA",26.14688605,91.22273973
8279,ASSAM,KOKRAJHAR,2012,110,42,27,90,4,6,220,97,3,"KOKRAJHAR, ASSAM, INDIA",26.58687695,90.29293105
8280,ASSAM,LAKHIMPUR,2012,37,10,62,128,6,15,184,86,3,"LAKHIMPUR, ASSAM, INDIA",27.0827158,93.9978423
8286,ASSAM,SIBSAGAR,2012,71,60,78,168,5,32,427,282,3,"SIBSAGAR, ASSAM, INDIA",26.96388985,94.58213345
8287,ASSAM,SONITPUR,2012,91,41,97,241,14,34,464,341,3,"SONITPUR, ASSAM, INDIA",26.76777075,92.70140886
8288,ASSAM,TINSUKIA,2012,86,32,64,160,5,61,496,202,3,"TINSUKIA, ASSAM, INDIA",27.52016575,95.53063473
8291,BIHAR,ARARIA,2012,81,107,53,122,7,16,220,514,3,"ARARIA, BIHAR, INDIA",26.26498795,87.37162648
8293,BIHAR,AURANGABAD,2012,89,192,22,71,32,45,330,1148,3,"AURANGABAD, BIHAR, INDIA",24.786306,84.41448983
8295,BIHAR,BANKA,2012,76,35,17,52,15,24,136,787,3,"BANKA, BIHAR, INDIA",24.8655681,86.87278642
8296,BIHAR,BEGUSARAI,2012,120,261,11,143,14,53,425,1469,3,"BEGUSARAI, BIHAR, INDIA",25.5127194,86.09057109
8297,BIHAR,BETTIAH,2012,83,150,35,166,6,24,653,2392,3,"BETTIAH, BIHAR, INDIA",26.79107275,84.56010679
8299,BIHAR,BHAGALPUR,2012,99,77,31,132,9,51,360,762,3,"BHAGALPUR, BIHAR, INDIA",25.2871758,87.13033088
8300,BIHAR,BHOJPUR,2012,71,121,9,74,13,21,345,2188,3,"BHOJPUR, BIHAR, INDIA",25.25,84.25
8301,BIHAR,BUXAR,2012,56,110,21,89,13,36,306,345,3,"BUXAR, BIHAR, INDIA",25.5620715,84.01567205
8302,BIHAR,DARBHANGA,2012,78,407,44,207,9,46,460,1894,3,"DARBHANGA, BIHAR, INDIA",26.08314325,86.03257097
8303,BIHAR,GAYA,2012,153,39,35,154,39,46,687,772,3,"GAYA, BIHAR, INDIA",24.7964355,85.0079563
8304,BIHAR,GOPALGANJ,2012,103,37,20,135,13,17,274,2173,3,"GOPALGANJ, BIHAR, INDIA",26.4207265,84.37406407
8306,BIHAR,JAMUI,2012,79,137,27,56,15,34,149,482,3,"JAMUI, BIHAR, INDIA",24.96785205,86.17351147
8308,BIHAR,KATIHAR,2012,91,94,73,137,13,32,400,1662,3,"KATIHAR, BIHAR, INDIA",25.5591001,87.64745596
8310,BIHAR,KHAGARIA,2012,65,72,18,53,7,19,134,1151,3,"KHAGARIA, BIHAR, INDIA",25.4916868,86.69910848
8313,BIHAR,MADHEPURA,2012,56,130,31,77,10,37,203,1102,3,"MADHEPURA, BIHAR, INDIA",25.9259562,86.82042961
8314,BIHAR,MADHUBANI,2012,77,71,31,191,19,20,427,2109,3,"MADHUBANI, BIHAR, INDIA",26.350072,86.22914689
8319,BIHAR,NALANDA,2012,114,75,11,113,6,16,269,2540,3,"NALANDA, BIHAR, INDIA",25.1364914,85.44365465
8321,BIHAR,NAWADAH,2012,82,30,18,89,5,18,187,602,3,"NAWADAH, BIHAR, INDIA",24.8858896,85.5481255
8324,BIHAR,PURNEA,2012,97,228,39,142,16,17,171,2014,3,"PURNEA, BIHAR, INDIA",25.7773601,87.4731227
8325,BIHAR,ROHTAS,2012,132,214,26,130,23,34,583,593,3,"ROHTAS, BIHAR, INDIA",24.6723487,83.92090397
8326,BIHAR,SAHARSA,2012,53,198,16,95,1,35,194,303,3,"SAHARSA, BIHAR, INDIA",25.83264165,86.61489283
8327,BIHAR,SAMASTIPUR,2012,99,241,24,131,7,38,351,428,3,"SAMASTIPUR, BIHAR, INDIA",25.7744929,85.86626813
8328,BIHAR,SARAN,2012,128,289,23,178,17,37,651,734,3,"SARAN, BIHAR, INDIA",25.90835495,84.78074761
8331,BIHAR,SITAMARHI,2012,97,35,20,167,27,41,482,2047,3,"SITAMARHI, BIHAR, INDIA",26.666667,85.5
8332,BIHAR,SIWAN,2012,112,55,20,193,8,33,430,75,3,"SIWAN, BIHAR, INDIA",26.1310043,84.39125661
8333,BIHAR,SUPAUL,2012,31,9,20,118,8,14,233,1243,3,"SUPAUL, BIHAR, INDIA",26.2768118,86.79658663
8334,BIHAR,VAISHALI,2012,122,153,20,223,14,80,825,2088,3,"VAISHALI, BIHAR, INDIA",25.95322565,85.1445776
8340,CHHATTISGARH,BILASPUR,2012,74,42,47,33,7,65,484,1612,3,"BILASPUR, CHHATTISGARH, INDIA",21.98934025,82.10996499
8344,CHHATTISGARH,DURG,2012,52,44,91,55,1,32,793,165,3,"DURG, CHHATTISGARH, INDIA",21.1982964,81.40079216
8358,CHHATTISGARH,RAIGARH,2012,61,41,69,15,2,51,430,659,3,"RAIGARH, CHHATTISGARH, INDIA",22.5,83.5
8359,CHHATTISGARH,RAIPUR,2012,56,46,111,22,3,46,1238,2599,3,"RAIPUR, CHHATTISGARH, INDIA",21.2380912,81.6336993
8376,GUJARAT,DAHOD,2012,34,13,10,72,38,51,202,353,3,"DAHOD, GUJARAT, INDIA",22.8358786,74.2556823
8387,GUJARAT,PALANPUR,2012,44,32,49,118,23,48,433,462,3,"PALANPUR, GUJARAT, INDIA",24.1709794,72.4366375
8393,GUJARAT,SURAT COMMR.,2012,98,26,40,91,6,68,1886,441,3,"SURAT COMMR., GUJARAT, INDIA",23,71.75
8405,HARYANA,BHIWANI,2012,81,48,28,109,8,52,701,267,3,"BHIWANI, HARYANA, INDIA",28.7931703,76.1391283
8406,HARYANA,FARIDABAD,2012,72,50,47,103,10,34,1819,163,3,"FARIDABAD, HARYANA, INDIA",28.4031478,77.3105561
8409,HARYANA,GURGAON,2012,82,66,44,56,34,84,3529,114,3,"GURGAON, HARYANA, INDIA",28.42826235,77.00270015
8410,HARYANA,HISSAR,2012,76,67,44,114,6,42,1115,286,3,"HISSAR, HARYANA, INDIA",29.7228935,76.3761086
8414,HARYANA,KARNAL,2012,59,60,63,103,8,43,1045,219,3,"KARNAL, HARYANA, INDIA",29.6803266,76.9896254
8422,HARYANA,ROHTAK,2012,60,63,37,35,8,47,759,174,3,"ROHTAK, HARYANA, INDIA",28.9010899,76.5801935
8424,HARYANA,SONIPAT,2012,86,67,32,62,12,47,817,183,3,"SONIPAT, HARYANA, INDIA",28.9953758,77.0233627
8475,JHARKHAND,CHAIBASA,2012,144,49,34,15,11,20,140,15,3,"CHAIBASA, JHARKHAND, INDIA",22.5483518,85.81888765
8477,JHARKHAND,DEOGHAR,2012,58,101,38,48,16,25,238,536,3,"DEOGHAR, JHARKHAND, INDIA",24.4766423,86.60673245
8478,JHARKHAND,DHANBAD,2012,69,18,41,121,46,44,906,201,3,"DHANBAD, JHARKHAND, INDIA",23.7952809,86.4309638
8481,JHARKHAND,GARHWA,2012,85,44,43,24,4,38,91,536,3,"GARHWA, JHARKHAND, INDIA",24.15529035,83.82522584
8482,JHARKHAND,GIRIDIH,2012,72,92,37,53,23,31,453,2,3,"GIRIDIH, JHARKHAND, INDIA",24.1608897,86.25113503
8484,JHARKHAND,GUMLA,2012,192,45,36,55,5,25,119,155,3,"GUMLA, JHARKHAND, INDIA",23.0916741,84.57384807
8486,JHARKHAND,JAMSHEDPUR,2012,85,25,56,98,9,40,979,679,3,"JAMSHEDPUR, JHARKHAND, INDIA",22.8015194,86.2029579
8494,JHARKHAND,PALAMU,2012,70,61,26,57,22,42,245,479,3,"PALAMU, JHARKHAND, INDIA",23.916667,84.083333
8496,JHARKHAND,RANCHI,2012,145,77,52,76,40,54,566,347,3,"RANCHI, JHARKHAND, INDIA",23.3700501,85.3250387
8497,JHARKHAND,SAHEBGANJ,2012,57,44,65,71,3,4,135,313,3,"SAHEBGANJ, JHARKHAND, INDIA",25.244263,87.6348084
8503,KARNATAKA,BANGALORE RURAL,2012,93,57,31,53,26,113,648,668,3,"BANGALORE RURAL, KARNATAKA, INDIA",13.0010872,77.3361225
8504,KARNATAKA,BELGAUM,2012,142,120,37,54,7,80,428,888,3,"BELGAUM, KARNATAKA, INDIA",15.8572666,74.5069343
8517,KARNATAKA,GULBARGA,2012,82,87,29,53,12,63,313,702,3,"GULBARGA, KARNATAKA, INDIA",17.166667,77.083333
8518,KARNATAKA,HASSAN,2012,77,80,21,26,11,72,322,1351,3,"HASSAN, KARNATAKA, INDIA",13.0070817,76.0992703
8524,KARNATAKA,MANDYA,2012,86,95,35,46,11,82,518,1321,3,"MANDYA, KARNATAKA, INDIA",12.5238888,76.8961961
8527,KARNATAKA,MYSORE RURAL,2012,78,37,28,67,4,30,331,960,3,"MYSORE RURAL, KARNATAKA, INDIA",14.66667,75.83333
8530,KARNATAKA,RAMANAGAR,2012,77,64,16,60,16,127,512,644,3,"RAMANAGAR, KARNATAKA, INDIA",16.811241,75.7114214
8531,KARNATAKA,SHIMOGA,2012,50,78,14,32,6,57,331,978,3,"SHIMOGA, KARNATAKA, INDIA",13.9326093,75.574978
8532,KARNATAKA,TUMKUR,2012,91,80,33,38,8,94,470,950,3,"TUMKUR, KARNATAKA, INDIA",13.3400771,77.1006208
8541,KERALA,KANNUR,2012,32,27,66,23,7,71,207,1442,3,"KANNUR, KERALA, INDIA",11.8763836,75.3737973
8542,KERALA,KASARGOD,2012,14,23,89,17,6,36,123,963,3,"KASARGOD, KERALA, INDIA",12.4914722,74.9877613
8545,KERALA,KOTTAYAM,2012,20,29,55,19,2,26,265,2090,3,"KOTTAYAM, KERALA, INDIA",9.6287383,76.64553257
8548,KERALA,MALAPPURAM,2012,16,26,97,10,4,33,253,969,3,"MALAPPURAM, KERALA, INDIA",11.10684475,76.1099551
8549,KERALA,PALAKKAD,2012,32,42,68,13,6,30,208,1534,3,"PALAKKAD, KERALA, INDIA",10.78736915,76.47421719
8555,KERALA,TRIVANDRUM RURAL,2012,42,49,97,18,8,48,313,1960,3,"TRIVANDRUM RURAL, KERALA, INDIA",8.6981873,76.81542345
8563,MADHYA PRADESH,BETUL,2012,75,26,118,12,0,7,226,245,3,"BETUL, MADHYA PRADESH, INDIA",21.8796162,77.87568125
8564,MADHYA PRADESH,BHIND,2012,64,80,49,27,6,87,292,1318,3,"BHIND, MADHYA PRADESH, INDIA",26.5,78.75
8568,MADHYA PRADESH,CHHATARPUR,2012,50,60,62,39,2,40,240,403,3,"CHHATARPUR, MADHYA PRADESH, INDIA",24.75,79.75
8569,MADHYA PRADESH,CHHINDWARA,2012,61,33,122,21,1,31,234,1920,3,"CHHINDWARA, MADHYA PRADESH, INDIA",22.13983105,78.80964495
8570,MADHYA PRADESH,DAMOH,2012,51,47,50,32,0,18,149,1314,3,"DAMOH, MADHYA PRADESH, INDIA",23.75,79.583333
8572,MADHYA PRADESH,DEWAS,2012,62,55,70,31,3,26,508,370,3,"DEWAS, MADHYA PRADESH, INDIA",23,76.166667
8573,MADHYA PRADESH,DHAR,2012,61,53,81,49,4,14,499,550,3,"DHAR, MADHYA PRADESH, INDIA",22.5,75.25
8575,MADHYA PRADESH,GUNA,2012,44,45,60,28,4,26,317,645,3,"GUNA, MADHYA PRADESH, INDIA",24.5,77.5
8581,MADHYA PRADESH,JABALPUR,2012,98,129,127,51,0,99,843,3317,3,"JABALPUR, MADHYA PRADESH, INDIA",23.1608938,79.9497702
8589,MADHYA PRADESH,MORENA,2012,53,110,32,35,15,54,382,1886,3,"MORENA, MADHYA PRADESH, INDIA",26.166667,77.5
8590,MADHYA PRADESH,NARSINGHPUR,2012,46,47,71,16,0,16,159,1451,3,"NARSINGHPUR, MADHYA PRADESH, INDIA",22.9467047,79.1980228
8593,MADHYA PRADESH,RAISEN,2012,54,42,92,21,1,20,214,1921,3,"RAISEN, MADHYA PRADESH, INDIA",23.25,78.083333
8594,MADHYA PRADESH,RAJGARH,2012,36,40,90,52,2,26,342,327,3,"RAJGARH, MADHYA PRADESH, INDIA",23.87167135,76.7748902
8595,MADHYA PRADESH,RATLAM,2012,37,55,72,28,1,26,330,858,3,"RATLAM, MADHYA PRADESH, INDIA",23.502187,74.95397841
8596,MADHYA PRADESH,REWA,2012,54,44,92,44,8,44,506,730,3,"REWA, MADHYA PRADESH, INDIA",24.756718,81.65493469
8597,MADHYA PRADESH,SAGAR,2012,83,89,125,63,1,64,454,2607,3,"SAGAR, MADHYA PRADESH, INDIA",23.80961225,78.75911361
8598,MADHYA PRADESH,SATNA,2012,72,38,89,29,5,40,495,942,3,"SATNA, MADHYA PRADESH, INDIA",24.5,81
8601,MADHYA PRADESH,SHAJAPUR,2012,39,44,67,18,4,18,323,1408,3,"SHAJAPUR, MADHYA PRADESH, INDIA",23.37074105,76.62051527
8603,MADHYA PRADESH,SHIVPURI,2012,61,54,104,29,7,39,243,987,3,"SHIVPURI, MADHYA PRADESH, INDIA",25.37524125,77.82811933
8608,MADHYA PRADESH,UJJAIN,2012,55,193,73,36,4,73,1079,281,3,"UJJAIN, MADHYA PRADESH, INDIA",23.1885131,75.7716562
8610,MADHYA PRADESH,VIDISHA,2012,58,62,94,25,2,24,301,764,3,"VIDISHA, MADHYA PRADESH, INDIA",23.5225788,77.8148001
8615,MAHARASHTRA,AMRAVATI RURAL,2012,63,56,64,17,9,39,841,856,3,"AMRAVATI RURAL, MAHARASHTRA, INDIA",20.5347269,76.1709045
8616,MAHARASHTRA,AURANGABAD COMMR.,2012,46,55,23,25,25,178,822,460,3,"AURANGABAD COMMR., MAHARASHTRA, INDIA",19.5,76
8617,MAHARASHTRA,AURANGABAD RURAL,2012,74,49,25,16,16,45,540,833,3,"AURANGABAD RURAL, MAHARASHTRA, INDIA",19.8993677,75.3530128
8618,MAHARASHTRA,BEED,2012,84,71,42,50,32,70,521,886,3,"BEED, MAHARASHTRA, INDIA",18.9918442,75.909784
8622,MAHARASHTRA,DHULE,2012,50,39,30,18,51,54,320,298,3,"DHULE, MAHARASHTRA, INDIA",21.13170235,74.48990147
8626,MAHARASHTRA,JALGAON,2012,102,77,45,43,38,81,882,699,3,"JALGAON, MAHARASHTRA, INDIA",20.84288265,75.52612464
8627,MAHARASHTRA,JALNA,2012,45,69,25,25,19,71,396,565,3,"JALNA, MAHARASHTRA, INDIA",19.91883295,75.87085986
8628,MAHARASHTRA,KOLHAPUR,2012,63,39,48,45,11,62,824,536,3,"KOLHAPUR, MAHARASHTRA, INDIA",16.7028412,74.2405329
8629,MAHARASHTRA,LATUR,2012,67,63,21,32,21,39,403,578,3,"LATUR, MAHARASHTRA, INDIA",18.35159075,76.75542361
8631,MAHARASHTRA,MUMBAI RLY.,2012,8,3,1,7,1,423,1635,60,3,"MUMBAI RLY., MAHARASHTRA, INDIA",19.5,76
8635,MAHARASHTRA,NANDED,2012,81,57,48,37,18,47,476,963,3,"NANDED, MAHARASHTRA, INDIA",19.09400875,77.48319215
8638,MAHARASHTRA,NASIK RURAL,2012,87,63,46,29,33,91,611,734,3,"NASIK RURAL, MAHARASHTRA, INDIA",19.5,76
8639,MAHARASHTRA,NAVI MUMBAI,2012,57,20,36,19,6,417,1513,404,3,"NAVI MUMBAI, MAHARASHTRA, INDIA",19.0308262,73.0198537
8640,MAHARASHTRA,OSMANABAD,2012,54,31,38,31,16,23,319,603,3,"OSMANABAD, MAHARASHTRA, INDIA",18.28224535,76.0588166
8641,MAHARASHTRA,PARBHANI,2012,34,63,28,31,25,65,377,863,3,"PARBHANI, MAHARASHTRA, INDIA",19.29031365,76.60290343
8648,MAHARASHTRA,SATARA,2012,65,48,43,36,51,208,1111,527,3,"SATARA, MAHARASHTRA, INDIA",17.63612885,74.29827808
8651,MAHARASHTRA,SOLAPUR RURAL,2012,92,52,67,38,15,60,846,655,3,"SOLAPUR RURAL, MAHARASHTRA, INDIA",19.5,76
8656,MAHARASHTRA,YAVATMAL,2012,71,71,64,65,10,94,959,1064,3,"YAVATMAL, MAHARASHTRA, INDIA",20.32570375,78.11691397
8698,ODISHA,ANGUL,2012,65,63,63,59,16,104,535,27,3,"ANGUL, ODISHA, INDIA",20.8382426,85.0973949
8699,ODISHA,BALASORE,2012,75,51,87,140,26,62,434,1720,3,"BALASORE, ODISHA, INDIA",21.5002888,86.9202627
8700,ODISHA,BARAGARH,2012,33,90,35,36,14,68,176,72,3,"BARAGARH, ODISHA, INDIA",21.3335004,83.6190492
8703,ODISHA,BOLANGIR,2012,44,71,51,42,20,45,202,0,3,"BOLANGIR, ODISHA, INDIA",20.7502257,83.2499464
8706,ODISHA,DCP BBSR,2012,46,72,56,91,19,81,1376,726,3,"DCP BBSR, ODISHA, INDIA",20.27241,85.83385
8709,ODISHA,DHENKANAL,2012,47,109,29,41,11,76,269,35,3,"DHENKANAL, ODISHA, INDIA",20.75,85.5
8711,ODISHA,GANJAM,2012,86,259,53,67,18,75,205,315,3,"GANJAM, ODISHA, INDIA",19.4129711,85.04710406
8712,ODISHA,JAGATSINGHPUR,2012,37,27,43,57,28,83,368,201,3,"JAGATSINGHPUR, ODISHA, INDIA",20.2593872,86.1660878
8713,ODISHA,JAJPUR,2012,78,27,49,63,24,51,424,872,3,"JAJPUR, ODISHA, INDIA",20.8522696,86.3385714
8715,ODISHA,KALAHANDI,2012,37,44,65,47,10,34,105,437,3,"KALAHANDI, ODISHA, INDIA",19.75,83
8718,ODISHA,KEONJHAR,2012,97,83,102,74,8,38,307,581,3,"KEONJHAR, ODISHA, INDIA",21.5,85.5
8720,ODISHA,KORAPUT,2012,55,50,73,36,18,48,143,0,3,"KORAPUT, ODISHA, INDIA",18.7232023,82.60811828
8722,ODISHA,MAYURBHANJ,2012,80,60,86,67,25,37,236,107,3,"MAYURBHANJ, ODISHA, INDIA",21.75,86.5
8723,ODISHA,NAYAGARH,2012,38,99,25,43,12,40,148,417,3,"NAYAGARH, ODISHA, INDIA",20.1160666,85.11195644
8726,ODISHA,PURI,2012,61,67,42,55,12,114,460,177,3,"PURI, ODISHA, INDIA",19.8076083,85.8252538
8728,ODISHA,ROURKELA,2012,80,48,65,23,13,30,444,171,3,"ROURKELA, ODISHA, INDIA",22.2539994,84.85775201
8729,ODISHA,SAMBALPUR,2012,54,54,57,34,0,113,426,248,3,"SAMBALPUR, ODISHA, INDIA",21.4706422,83.9836858
8741,PUNJAB,CP LUDHIANA,2012,79,78,69,123,2,19,504,194,3,"CP LUDHIANA, PUNJAB, INDIA",30.90015,75.85229
8764,RAJASTHAN,AJMER,2012,38,36,70,107,1,17,630,236,3,"AJMER, RAJASTHAN, INDIA",26.4691,74.639
8767,RAJASTHAN,BARAN,2012,45,43,69,84,0,4,322,366,3,"BARAN, RAJASTHAN, INDIA",24.92077465,76.68218371
8769,RAJASTHAN,BHARATPUR,2012,91,77,108,212,1,41,1466,92,3,"BHARATPUR, RAJASTHAN, INDIA",27.2154447,77.4986962
8773,RAJASTHAN,CHITTORGARH,2012,38,25,59,96,0,18,431,845,3,"CHITTORGARH, RAJASTHAN, INDIA",24.8837157,74.6244155
8776,RAJASTHAN,DHOLPUR,2012,50,68,32,79,1,13,346,1290,3,"DHOLPUR, RAJASTHAN, INDIA",26.7010642,77.896749
8780,RAJASTHAN,GANGANAGAR,2012,51,66,77,79,0,3,311,691,3,"GANGANAGAR, RAJASTHAN, INDIA",29.5,74
8781,RAJASTHAN,HANUMANGARH,2012,49,58,92,63,1,5,230,276,3,"HANUMANGARH, RAJASTHAN, INDIA",29.5760254,74.3342203
8782,RAJASTHAN,JAIPUR EAST,2012,21,24,41,61,2,126,2510,57,3,"JAIPUR EAST, RAJASTHAN, INDIA",26.58333,73.83333
8789,RAJASTHAN,JHALAWAR,2012,47,44,81,91,0,10,337,766,3,"JHALAWAR, RAJASTHAN, INDIA",24.416667,76.25
8797,RAJASTHAN,NAGAUR,2012,49,58,53,129,1,7,343,84,3,"NAGAUR, RAJASTHAN, INDIA",27.0237969,74.2037201
8798,RAJASTHAN,PALI,2012,56,56,61,107,2,28,328,68,3,"PALI, RAJASTHAN, INDIA",25.6051226,73.41650555
8799,RAJASTHAN,PRATAPGARH,2012,29,27,137,80,0,7,129,536,3,"PRATAPGARH, RAJASTHAN, INDIA",24.0333495,74.7801315
8805,RAJASTHAN,UDAIPUR,2012,76,80,149,190,1,59,787,1518,3,"UDAIPUR, RAJASTHAN, INDIA",24.578721,73.6862571
8817,TAMIL NADU,CUDDALORE,2012,70,120,40,152,7,44,518,1384,3,"CUDDALORE, TAMIL NADU, INDIA",11.7564329,79.7634644
8819,TAMIL NADU,DINDIGUL,2012,74,89,16,97,1,60,203,606,3,"DINDIGUL, TAMIL NADU, INDIA",10.3303299,78.06739791
8821,TAMIL NADU,KANCHIPURAM,2012,76,113,19,17,1,22,548,641,3,"KANCHIPURAM, TAMIL NADU, INDIA",12.9647163,79.9839686
8822,TAMIL NADU,KANYAKUMARI,2012,53,110,12,33,6,86,240,740,3,"KANYAKUMARI, TAMIL NADU, INDIA",8.079252,77.5499338
8825,TAMIL NADU,MADURAI RURAL,2012,76,142,30,83,7,121,370,632,3,"MADURAI RURAL, TAMIL NADU, INDIA",11,78.33333
8833,TAMIL NADU,SALEM RURAL,2012,60,40,36,79,0,26,204,1418,3,"SALEM RURAL, TAMIL NADU, INDIA",11,78.33333
8836,TAMIL NADU,THANJAVUR,2012,62,97,14,57,4,100,420,894,3,"THANJAVUR, TAMIL NADU, INDIA",10.7860267,79.1381497
8838,TAMIL NADU,THIRUNELVELI RURAL,2012,88,288,44,52,1,103,230,1061,3,"THIRUNELVELI RURAL, TAMIL NADU, INDIA",11,78.33333
8843,TAMIL NADU,THOOTHUGUDI,2012,85,208,26,41,3,78,248,686,3,"THOOTHUGUDI, TAMIL NADU, INDIA",8.7642,78.1348
8844,TAMIL NADU,TIRUPPUR,2012,63,83,8,51,6,131,554,645,3,"TIRUPPUR, TAMIL NADU, INDIA",11.1017815,77.345192
8848,TAMIL NADU,VELLORE,2012,76,82,24,76,6,40,489,789,3,"VELLORE, TAMIL NADU, INDIA",12.7948109,79.0006411
8849,TAMIL NADU,VILLUPURAM,2012,100,211,78,202,7,51,601,1326,3,"VILLUPURAM, TAMIL NADU, INDIA",11.9415377,79.4861469
