,ds,y
7199,2020-09-17,533
7200,2020-09-18,577
7201,2020-09-19,587
7202,2020-09-20,596
7203,2020-09-21,564
7204,2020-09-22,542
7205,2020-09-23,630
7206,2020-09-24,568
7207,2020-09-25,677
7208,2020-09-26,628
7209,2020-09-27,655
7210,2020-09-28,547
7211,2020-09-29,515
7212,2020-09-30,579
7213,2020-10-01,612
7214,2020-10-02,550
7215,2020-10-03,603
7216,2020-10-04,581
7217,2020-10-05,566
7218,2020-10-06,595
7219,2020-10-07,610
7220,2020-10-08,560
7221,2020-10-09,655
7222,2020-10-10,675
7223,2020-10-11,649
7224,2020-10-12,569
7225,2020-10-13,590
7226,2020-10-14,646
7227,2020-10-15,643
7228,2020-10-16,572
7229,2020-10-17,615
7230,2020-10-18,558
7231,2020-10-19,526
7232,2020-10-20,551
7233,2020-10-21,580
7234,2020-10-22,605
7235,2020-10-23,580
7236,2020-10-24,553
7237,2020-10-25,646
7238,2020-10-26,545
7239,2020-10-27,518
7240,2020-10-28,548
7241,2020-10-29,582
7242,2020-10-30,618
7243,2020-10-31,622
7244,2020-11-01,666
7245,2020-11-02,594
7246,2020-11-03,617
7247,2020-11-04,658
7248,2020-11-05,647
7249,2020-11-06,665
7250,2020-11-07,621
7251,2020-11-08,597
7252,2020-11-09,620
7253,2020-11-10,595
7254,2020-11-11,486
7255,2020-11-12,519
7256,2020-11-13,532
7257,2020-11-14,469
7258,2020-11-15,515
7259,2020-11-16,512
7260,2020-11-17,498
7261,2020-11-18,501
7262,2020-11-19,517
7263,2020-11-20,640
7264,2020-11-21,535
7265,2020-11-22,510
7266,2020-11-23,533
7267,2020-11-24,501
7268,2020-11-25,482
7269,2020-11-26,391
7270,2020-11-27,578
7271,2020-11-28,491
7272,2020-11-29,529
7273,2020-11-30,485
7274,2020-12-01,567
7275,2020-12-02,508
7276,2020-12-03,472
7277,2020-12-04,579
7278,2020-12-05,559
7279,2020-12-06,564
7280,2020-12-07,549
7281,2020-12-08,544
7282,2020-12-09,519
7283,2020-12-10,568
7284,2020-12-11,496
7285,2020-12-12,497
7286,2020-12-13,550
7287,2020-12-14,549
7288,2020-12-15,566
7289,2020-12-16,524
7290,2020-12-17,516
7291,2020-12-18,560
7292,2020-12-19,528
7293,2020-12-20,541
7294,2020-12-21,609
7295,2020-12-22,577
7296,2020-12-23,583
7297,2020-12-24,494
7298,2020-12-25,400
7299,2020-12-26,437
7300,2020-12-27,493
7301,2020-12-28,527
7302,2020-12-29,428
7303,2020-12-30,469
7304,2020-12-31,548
7305,2021-01-01,656
7306,2021-01-02,446
7307,2021-01-03,505
7308,2021-01-04,524
7309,2021-01-05,532
7310,2021-01-06,480
7311,2021-01-07,571
7312,2021-01-08,583
7313,2021-01-09,494
7314,2021-01-10,557
7315,2021-01-11,487
7316,2021-01-12,563
7317,2021-01-13,513
7318,2021-01-14,533
7319,2021-01-15,573
7320,2021-01-16,485
7321,2021-01-17,532
7322,2021-01-18,472
7323,2021-01-19,518
7324,2021-01-20,529
7325,2021-01-21,585
7326,2021-01-22,513
7327,2021-01-23,521
7328,2021-01-24,503
7329,2021-01-25,538
7330,2021-01-26,430
7331,2021-01-27,509
7332,2021-01-28,469
7333,2021-01-29,483
7334,2021-01-30,460
7335,2021-01-31,333
7336,2021-02-01,500
7337,2021-02-02,487
7338,2021-02-03,484
7339,2021-02-04,426
7340,2021-02-05,462
7341,2021-02-06,400
7342,2021-02-07,379
7343,2021-02-08,406
7344,2021-02-09,423
7345,2021-02-10,412
7346,2021-02-11,427
7347,2021-02-12,469
7348,2021-02-13,409
7349,2021-02-14,399
7350,2021-02-15,326
7351,2021-02-16,351
7352,2021-02-17,418
7353,2021-02-18,421
7354,2021-02-19,461
7355,2021-02-20,456
7356,2021-02-21,453
7357,2021-02-22,487
7358,2021-02-23,537
7359,2021-02-24,513
7360,2021-02-25,508
7361,2021-02-26,553
7362,2021-02-27,558
7363,2021-02-28,556
7364,2021-03-01,555
7365,2021-03-02,495
7366,2021-03-03,539
7367,2021-03-04,515
7368,2021-03-05,513
7369,2021-03-06,518
7370,2021-03-07,485
7371,2021-03-08,532
7372,2021-03-09,575
7373,2021-03-10,534
7374,2021-03-11,461
7375,2021-03-12,514
7376,2021-03-13,489
7377,2021-03-14,449
7378,2021-03-15,469
7379,2021-03-16,466
7380,2021-03-17,493
7381,2021-03-18,435
7382,2021-03-19,492
7383,2021-03-20,476
7384,2021-03-21,536
7385,2021-03-22,581
7386,2021-03-23,468
7387,2021-03-24,480
7388,2021-03-25,445
7389,2021-03-26,500
7390,2021-03-27,472
7391,2021-03-28,531
7392,2021-03-29,480
7393,2021-03-30,503
7394,2021-03-31,457
7395,2021-04-01,511
7396,2021-04-02,495
7397,2021-04-03,528
7398,2021-04-04,524
7399,2021-04-05,508
7400,2021-04-06,517
7401,2021-04-07,548
7402,2021-04-08,461
7403,2021-04-09,510
7404,2021-04-10,500
7405,2021-04-11,464
7406,2021-04-12,516
7407,2021-04-13,512
7408,2021-04-14,467
7409,2021-04-15,503
7410,2021-04-16,510
7411,2021-04-17,508
7412,2021-04-18,450
7413,2021-04-19,432
7414,2021-04-20,420
7415,2021-04-21,444
7416,2021-04-22,490
7417,2021-04-23,502
7418,2021-04-24,524
7419,2021-04-25,492
7420,2021-04-26,513
7421,2021-04-27,593
7422,2021-04-28,507
7423,2021-04-29,430
7424,2021-04-30,577
7425,2021-05-01,601
7426,2021-05-02,605
7427,2021-05-03,534
7428,2021-05-04,451
7429,2021-05-05,543
7430,2021-05-06,480
7431,2021-05-07,495
7432,2021-05-08,526
7433,2021-05-09,499
7434,2021-05-10,506
7435,2021-05-11,503
7436,2021-05-12,463
7437,2021-05-13,527
7438,2021-05-14,579
7439,2021-05-15,566
7440,2021-05-16,533
7441,2021-05-17,560
7442,2021-05-18,507
7443,2021-05-19,536
7444,2021-05-20,517
7445,2021-05-21,574
